batchsize,matsize,kernelsize,channels_in,channels_out,strides,padding,activation_fct,use_bias,time_max,time_min,time_median,time_mean,time_trim_mean,elements_matrix,elements_kernel
37,174,2,21,35,1,1,1,0,17.242193222045902,17.126798629760742,17.183899879455563,17.187952995300293,17.188817262649536,,
4,236,2,34,39,1,0,1,0,4.076957702636719,3.94892692565918,4.00388240814209,4.007411003112793,4.006028175354004,,
5,234,3,3,9,1,0,0,1,1.392364501953125,1.3248920440673828,1.3492107391357422,1.3581514358520508,1.3580322265625,,
52,218,2,11,42,2,0,1,0,10.801076889038086,10.750532150268556,10.76829433441162,10.770392417907717,10.769039392471313,,
58,70,3,118,109,1,0,1,0,15.511035919189453,15.392065048217773,15.450596809387207,15.442991256713867,15.44085144996643,,
54,181,4,23,15,1,1,1,0,18.018245697021484,17.904996871948242,17.94898509979248,17.95477867126465,17.953068017959595,,
13,360,7,12,10,4,0,0,0,1.6307830810546875,1.508951187133789,1.580953598022461,1.5797138214111328,1.5821754932403564,,
45,130,4,68,16,4,1,1,1,2.4020671844482417,2.282857894897461,2.3413896560668945,2.3465394973754883,2.3475587368011475,,
5,332,2,24,4,4,1,0,0,0.6747245788574219,0.5970001220703125,0.6330013275146484,0.6350517272949219,0.6348490715026855,,
4,502,1,8,14,1,0,0,0,5.305290222167969,5.188465118408203,5.255460739135742,5.244994163513184,5.244523286819458,,
15,383,5,4,6,4,1,1,1,0.9615421295166016,0.8652210235595703,0.9043216705322266,0.910496711730957,0.9097754955291748,,
38,494,1,1,4,1,0,0,1,16.495466232299805,16.411304473876953,16.47186279296875,16.460418701171875,16.46217703819275,,
30,317,4,20,24,2,1,0,1,11.97504997253418,11.926889419555664,11.960864067077635,11.956572532653807,11.95797324180603,,
35,495,3,12,10,2,1,1,0,14.169454574584961,14.095783233642578,14.116644859313965,14.128565788269045,14.12755250930786,,
5,437,2,21,1,4,0,0,1,0.8699893951416016,0.7650852203369141,0.7902383804321289,0.7967233657836914,0.7915198802947998,,
7,137,2,20,12,2,1,1,1,0.5619525909423828,0.5161762237548828,0.5229711532592773,0.5285978317260742,0.5259811878204346,,
15,451,3,19,7,1,1,0,0,13.816595077514648,13.68427276611328,13.745427131652832,13.754510879516602,13.75553011894226,,
30,9,2,470,68,4,1,0,0,0.5331039428710938,0.4372596740722656,0.4708766937255859,0.4718542098999024,0.46852231025695795,,
4,118,7,66,32,4,1,0,0,0.888824462890625,0.8096694946289062,0.8128881454467773,0.8259296417236328,0.8201003074645996,,
61,397,5,12,18,3,0,0,1,12.490510940551758,12.375593185424805,12.46356964111328,12.451767921447756,12.456446886062622,,
62,498,4,13,18,1,1,0,1,139.45794105529785,137.3438835144043,138.73422145843506,138.5547161102295,138.5931670665741,,
42,266,7,10,3,2,0,1,0,4.243135452270509,4.153013229370116,4.1961669921875,4.1964054107666025,4.195988178253174,,
19,468,6,17,11,2,1,0,1,11.861085891723633,11.738061904907227,11.78443431854248,11.786341667175293,11.783033609390259,,
62,53,6,149,77,1,0,1,0,8.248805999755861,8.133888244628906,8.175134658813478,8.189177513122559,8.188635110855103,,
49,63,5,40,89,2,0,1,1,3.005504608154297,2.84576416015625,2.896308898925781,2.9093027114868164,2.9052197933197017,,
42,136,7,10,63,1,0,0,0,19.80900764465332,19.64640617370605,19.77241039276123,19.76189613342285,19.770443439483646,,
46,494,6,14,8,4,0,1,0,9.44805145263672,9.29546356201172,9.356856346130373,9.361505508422852,9.35894250869751,,
2,360,5,14,13,4,0,1,0,0.4894733428955078,0.3995895385742188,0.4690885543823242,0.4583597183227539,0.4618167877197266,,
32,330,7,17,21,2,1,1,0,15.639543533325195,15.488624572753904,15.584111213684082,15.570783615112305,15.572458505630493,,
40,139,3,42,15,1,1,0,1,7.004261016845702,6.905555725097656,6.9397687911987305,6.945228576660156,6.942808628082275,,
47,356,1,22,22,4,1,1,1,6.646871566772461,6.5407752990722665,6.55972957611084,6.570601463317871,6.564795970916747,,
44,311,2,13,8,3,1,1,1,3.7331581115722656,3.6368370056152335,3.6591291427612314,3.667211532592773,3.662765026092529,,
56,215,3,39,6,4,0,1,1,3.7434101104736333,3.694534301757813,3.719806671142578,3.718400001525879,3.718256950378418,,
56,332,1,25,16,4,0,1,0,6.323575973510742,6.191253662109375,6.26826286315918,6.257247924804688,6.257206201553345,,
52,416,4,3,19,1,0,1,1,69.52786445617676,69.31948661804199,69.40269470214844,69.40546035766603,69.40090656280518,,
4,440,4,2,13,1,1,0,1,5.324125289916992,5.246400833129883,5.298972129821777,5.290651321411133,5.291998386383057,,
27,458,6,16,2,4,0,0,1,4.2891502380371085,4.116773605346681,4.153251647949219,4.1823387145996085,4.177182912826538,,
25,357,2,15,16,4,0,1,0,3.0579566955566406,2.910137176513672,2.9609203338623047,2.9666662216186523,2.9623210430145264,,
61,199,3,23,11,1,0,1,1,15.861988067626953,15.75016975402832,15.775680541992188,15.791726112365724,15.788137912750244,,
17,376,4,12,21,2,0,1,1,6.724119186401367,6.574630737304688,6.668210029602051,6.6588401794433585,6.661206483840942,,
3,397,3,4,9,3,0,1,0,0.537872314453125,0.4546642303466797,0.4724264144897461,0.4865884780883789,0.4841685295104981,,
4,141,1,5,2,2,1,1,0,0.3421306610107422,0.24056434631347656,0.30159950256347656,0.2961635589599609,0.29736757278442383,,
13,176,7,39,6,4,0,1,1,1.0802745819091797,1.0526180267333984,1.0582208633422852,1.062726974487305,1.0617971420288086,,
34,253,1,29,28,1,0,1,0,24.46103096008301,24.34778213500977,24.40619468688965,24.40361976623535,24.403423070907593,,
5,219,7,17,35,1,1,1,0,6.0062408447265625,5.967140197753906,5.975127220153809,5.978059768676758,5.975902080535889,,
20,327,5,24,18,4,0,0,1,2.9621124267578125,2.925395965576172,2.9336214065551762,2.937841415405273,2.936363220214844,,
49,193,3,30,15,2,0,1,0,5.049705505371094,4.9343109130859375,4.978060722351074,4.986786842346191,4.98548150062561,,
26,196,3,37,30,2,1,1,0,5.627632141113281,5.560874938964844,5.591154098510742,5.5937767028808585,5.593657493591309,,
63,196,4,18,13,2,1,1,1,5.743741989135742,5.642414093017577,5.698084831237793,5.686688423156737,5.685091018676758,,
30,114,5,66,32,1,1,1,1,10.367393493652344,10.103225708007812,10.185480117797852,10.196399688720703,10.18667221069336,,
28,458,4,10,14,1,0,1,1,47.28460311889648,47.142982482910156,47.21260070800781,47.21364974975586,47.213613986968994,,
29,48,3,190,49,4,1,1,1,0.9131431579589844,0.8242130279541016,0.864863395690918,0.8606910705566406,0.858694314956665,,
12,226,2,13,6,3,0,1,1,0.8063316345214844,0.6918907165527344,0.7700920104980469,0.7629632949829102,0.7664263248443604,,
20,182,4,24,20,1,1,0,1,7.798433303833008,7.7223777770996085,7.755279541015625,7.759809494018555,7.759660482406616,,
46,228,6,15,40,1,0,0,0,44.12078857421875,44.02899742126465,44.04032230377197,44.054460525512695,44.04935240745544,,
44,483,7,15,15,4,1,0,0,12.152910232543945,11.932134628295898,12.06350326538086,12.061190605163574,12.065857648849487,,
36,168,2,7,18,4,1,1,1,0.9491443634033204,0.8788108825683594,0.906825065612793,0.9088754653930664,0.9075999259948729,,
25,72,1,45,25,3,0,1,1,0.5621910095214844,0.4427433013916016,0.4982948303222656,0.5032539367675781,0.5034506320953369,,
64,374,4,4,24,1,0,1,0,80.6875228881836,80.57546615600586,80.66070079803467,80.64980506896974,80.65438270568849,,
27,379,6,19,20,3,0,1,0,7.0650577545166025,6.994962692260742,7.03120231628418,7.033181190490723,7.033973932266235,,
21,195,7,46,6,3,0,1,1,2.6950836181640625,2.57563591003418,2.6407241821289062,2.636051177978516,2.6362240314483643,,
37,314,3,27,26,4,0,0,1,5.459070205688477,5.352973937988281,5.401730537414551,5.400252342224121,5.398809909820557,,
49,498,4,18,18,4,1,1,1,13.015985488891602,12.912750244140625,12.989521026611328,12.980222702026367,12.98418641090393,,
45,453,3,15,20,3,1,0,0,12.864112854003904,12.705564498901367,12.740492820739744,12.757635116577148,12.750834226608276,,
29,491,3,15,3,2,1,0,1,7.381916046142577,7.302045822143555,7.3370933532714835,7.336926460266112,7.335662841796875,,
51,315,6,18,3,2,0,0,0,9.29713249206543,9.172916412353516,9.229302406311037,9.23457145690918,9.234458208084105,,
31,194,2,6,30,4,0,1,0,1.2385845184326172,1.1739730834960938,1.2017488479614258,1.2003183364868164,1.1988282203674316,,
2,185,3,46,41,3,1,1,0,0.5958080291748047,0.486612319946289,0.5658864974975586,0.5567312240600586,0.5606114864349365,,
22,278,1,5,26,1,0,1,1,17.687320709228516,17.620325088500977,17.648696899414062,17.647600173950195,17.646044492721558,,
3,374,1,23,10,3,1,0,0,0.6914138793945312,0.6289482116699219,0.6437301635742188,0.6491899490356445,0.646442174911499,,
13,365,4,17,9,1,1,0,0,12.346744537353516,12.24207878112793,12.293219566345215,12.297248840332033,12.297958135604858,,
8,25,4,326,134,4,1,1,1,0.7784366607666016,0.6706714630126953,0.7203817367553711,0.7227897644042969,0.7223486900329591,,
55,430,5,19,13,4,0,0,1,10.37311553955078,10.28728485107422,10.30409336090088,10.318350791931152,10.315388441085817,,
60,312,6,8,4,4,1,1,1,2.890586853027344,2.7840137481689453,2.831578254699707,2.835249900817871,2.8347373008728027,,
8,418,6,20,17,4,1,1,1,2.083063125610352,2.0215511322021484,2.0728111267089844,2.0602941513061523,2.0622909069061284,,
47,179,6,51,54,2,0,1,0,17.226934432983402,16.640424728393555,16.662836074829098,16.754555702209473,16.70977473258972,,
26,53,5,69,97,1,0,1,1,3.899097442626953,3.769397735595703,3.7811994552612314,3.8097858428955083,3.8036704063415527,,
13,360,2,13,24,1,1,0,0,15.86604118347168,15.728473663330078,15.836596488952635,15.819358825683596,15.824884176254272,,
10,119,4,50,29,4,0,0,1,0.6158351898193359,0.5698204040527344,0.5949735641479492,0.5960702896118164,0.5968809127807617,,
14,34,2,193,64,2,0,1,1,0.5631446838378906,0.507354736328125,0.5335807800292969,0.535273551940918,0.5352795124053955,,
58,359,3,12,24,1,1,1,0,72.90196418762206,72.82543182373047,72.85523414611815,72.8564977645874,72.85469770431519,,
60,78,2,32,115,3,1,0,0,2.238988876342773,2.178668975830078,2.208471298217773,2.20637321472168,2.205759286880493,,
3,174,7,33,17,3,0,1,0,0.5671977996826172,0.48065185546875,0.5197525024414062,0.5199193954467773,0.5189180374145508,,
32,302,6,9,30,1,0,1,0,37.123680114746094,37.03689575195313,37.068843841552734,37.07313537597656,37.071347236633294,,
34,348,1,5,24,1,0,1,1,39.31283950805664,39.15119171142578,39.22653198242188,39.223670959472656,39.221584796905525,,
15,245,6,6,37,3,1,0,0,2.010583877563477,1.9884109497070312,1.9943714141845703,1.9950628280639648,1.9939541816711424,,
3,257,2,16,16,4,0,0,1,0.469207763671875,0.3964900970458984,0.4307031631469727,0.4316091537475586,0.43129920959472656,,
52,241,4,24,8,4,0,0,1,3.2906532287597656,3.1950473785400386,3.2187700271606445,3.227543830871582,3.223717212677002,,
48,447,6,14,15,3,1,0,1,19.09518241882324,18.754005432128906,18.80180835723877,18.87645721435547,18.86442303657532,,
19,188,5,50,40,1,0,0,0,15.581130981445312,15.24972915649414,15.327215194702148,15.3639554977417,15.351086854934692,,
48,171,1,38,37,4,0,1,0,2.8202533721923833,2.7163028717041016,2.755999565124512,2.7631282806396484,2.7618408203125,,
11,285,1,20,24,1,1,1,1,9.180545806884766,9.084463119506836,9.109258651733398,9.11705493927002,9.113192558288574,,
46,160,6,7,18,2,0,1,0,2.8750896453857417,2.733469009399414,2.7681589126586914,2.7798175811767583,2.7737021446228027,,
50,278,4,24,20,1,0,1,0,39.57676887512207,39.29853439331055,39.362788200378425,39.389395713806145,39.377331733703606,,
9,298,7,11,2,1,1,0,1,4.510641098022461,4.391908645629884,4.439830780029297,4.445147514343262,4.443615674972534,,
33,362,7,25,23,2,1,1,1,26.58987045288086,25.68173408508301,26.11958980560303,26.114416122436523,26.10906958580017,,
55,471,5,11,2,1,0,1,0,35.30573844909668,34.80672836303711,35.230517387390144,35.10279655456543,35.114437341690056,,
8,133,7,47,36,1,0,0,0,3.861427307128906,3.7710666656494136,3.80253791809082,3.805088996887207,3.802299499511719,,
55,392,2,5,5,1,1,1,1,23.752450942993164,23.63896369934082,23.7123966217041,23.703670501708984,23.705661296844482,,
19,78,4,77,71,3,0,0,1,1.1301040649414062,1.0199546813964844,1.0870695114135742,1.0815143585205078,1.0831356048583984,,
41,262,5,31,18,4,0,1,0,4.523515701293945,4.44793701171875,4.472494125366211,4.47838306427002,4.4765472412109375,,
4,231,1,32,7,1,1,0,0,0.9734630584716796,0.8034706115722656,0.9206533432006836,0.9113073348999025,0.9170174598693848,,
29,223,2,13,9,1,0,1,1,6.985664367675781,6.9026947021484375,6.936907768249513,6.939435005187987,6.938248872756957,,
8,355,5,2,14,2,1,1,0,1.8782615661621092,1.752614974975586,1.7882585525512695,1.7983198165893557,1.7940402030944824,,
39,401,4,17,4,4,1,1,1,8.092403411865233,7.937908172607423,8.048534393310549,8.039689064025879,8.045822381973268,,
27,156,1,33,35,2,1,0,1,2.9916763305664062,2.9191970825195312,2.956151962280273,2.953338623046875,2.952814102172852,,
20,277,4,7,28,2,1,0,1,5.2008628845214835,5.085229873657227,5.179524421691895,5.161452293395996,5.166053771972656,,
59,58,5,128,137,4,1,0,1,4.1806697845458975,3.9877891540527344,4.0395259857177725,4.053473472595215,4.0457844734191895,,
3,446,4,3,18,1,1,1,0,4.51350212097168,4.416942596435547,4.502058029174805,4.485511779785156,4.490584135055542,,
45,145,2,34,58,3,1,0,1,4.56690788269043,4.466772079467773,4.511237144470215,4.520654678344727,4.521608352661133,,
42,320,3,16,21,3,1,1,0,8.49151611328125,8.441686630249022,8.468389511108397,8.466625213623049,8.466631174087523,,
46,84,5,28,1,1,1,1,0,1.6069412231445312,1.538991928100586,1.5741586685180664,1.5710830688476562,1.5706121921539309,,
62,416,5,15,14,3,1,1,0,20.038843154907227,19.8976993560791,19.96290683746338,19.96614933013916,19.96561884880066,,
5,414,1,5,22,1,0,0,0,6.65736198425293,6.5343379974365225,6.576180458068848,6.590604782104492,6.589293479919434,,
21,405,3,7,12,3,1,0,1,2.9389858245849614,2.8846263885498047,2.8932094573974614,2.9013872146606445,2.89878249168396,,
33,226,3,33,23,2,1,1,1,8.045673370361326,7.94219970703125,7.988929748535156,7.9846858978271475,7.982373237609862,,
40,276,2,30,32,3,0,1,0,6.9010257720947275,6.7801475524902335,6.841421127319336,6.8421363830566415,6.8425238132476816,,
39,283,2,31,30,1,0,1,0,38.8181209564209,38.7115478515625,38.73848915100098,38.749957084655755,38.746237754821784,,
12,203,4,40,6,3,1,0,0,1.2507438659667969,1.2407302856445312,1.2462139129638672,1.245880126953125,1.2459158897399902,,
4,480,4,17,15,3,0,1,1,1.4903545379638672,1.379251480102539,1.4177560806274414,1.424884796142578,1.422405242919922,,
60,305,5,29,11,3,1,0,0,15.472173690795898,15.293359756469727,15.401124954223633,15.39466381072998,15.397638082504272,,
20,382,1,8,1,4,0,0,1,0.9326934814453124,0.8752346038818359,0.8876323699951172,0.8928537368774414,0.8900761604309082,,
64,447,1,13,1,1,0,0,0,13.24152946472168,13.16523551940918,13.216257095336914,13.20514678955078,13.20558786392212,,
41,353,6,20,26,3,1,1,1,11.530160903930664,11.407136917114258,11.472463607788086,11.46998405456543,11.470317840576172,,
48,148,1,42,7,2,0,1,1,2.2172927856445312,2.1359920501708984,2.1579265594482417,2.1669149398803706,2.1644830703735347,,
48,61,1,66,136,2,0,1,0,3.0338764190673833,2.971887588500977,2.9957294464111333,2.997875213623047,2.996623516082764,,
1,468,6,19,2,3,1,1,0,0.6618499755859375,0.5831718444824219,0.6175041198730469,0.6193161010742188,0.6185173988342285,,
52,323,6,5,21,2,0,1,0,12.59303092956543,12.497425079345705,12.530207633972168,12.534260749816895,12.531518936157227,,
44,493,2,1,10,3,0,0,1,4.798412322998047,4.710674285888672,4.763960838317871,4.754209518432617,4.754126071929932,,
51,402,3,23,22,3,0,1,1,14.598608016967773,14.499425888061525,14.552593231201172,14.551067352294922,14.55157995223999,,
2,156,6,55,36,2,0,0,0,0.81634521484375,0.7445812225341797,0.7524490356445312,0.7582187652587891,0.7526576519012451,,
51,235,4,39,24,2,0,1,0,11.776208877563475,11.665821075439453,11.705756187438965,11.714744567871096,11.713176965713501,,
46,92,3,36,63,4,1,0,0,1.2972354888916016,1.1522769927978516,1.1703968048095703,1.1955976486206057,1.1883080005645752,,
24,288,5,8,29,3,1,0,0,3.1633377075195312,3.0844211578369136,3.13568115234375,3.128528594970703,3.1296908855438232,,
37,218,1,14,44,4,1,1,1,2.937555313110352,2.7949810028076167,2.8477907180786133,2.859187126159668,2.857416868209839,,
4,290,4,9,12,2,1,0,1,0.8935928344726562,0.8146762847900391,0.8552074432373047,0.8603572845458984,0.8619129657745361,,
14,486,2,9,3,2,0,0,0,2.3090839385986333,2.2139549255371094,2.261042594909668,2.2639751434326167,2.264589071273804,,
32,346,6,5,21,2,0,1,0,9.014368057250977,8.905649185180664,8.98587703704834,8.97064208984375,8.973300457000732,,
17,376,1,9,3,1,1,1,1,4.309654235839844,4.2243003845214835,4.264354705810547,4.2655229568481445,4.2651593685150155,,
52,293,2,9,20,1,0,0,1,34.759521484375,34.659624099731445,34.69264507293701,34.6956729888916,34.6921980381012,,
3,43,1,35,222,3,0,1,1,0.3964900970458984,0.2923011779785156,0.33545494079589844,0.33981800079345703,0.33867359161376953,,
6,124,1,31,32,4,1,0,1,0.40841102600097656,0.3256797790527344,0.3453493118286133,0.3545522689819336,0.3514289855957031,,
52,359,3,16,26,4,1,1,0,7.4667930603027335,7.432699203491211,7.461905479431152,7.458972930908202,7.461279630661012,,
33,466,5,19,5,2,1,0,0,17.751693725585938,17.482995986938473,17.691850662231445,17.660808563232422,17.671674489974976,,
14,288,1,11,6,4,1,0,0,0.8127689361572266,0.6971359252929688,0.7483959197998047,0.7526874542236328,0.7521212100982666,,
11,212,1,8,40,1,1,1,1,8.111238479614258,8.007287979125978,8.058428764343263,8.060765266418457,8.061140775680544,,
23,317,6,18,5,3,1,1,1,3.09133529663086,3.0164718627929688,3.0517578125,3.05178165435791,3.0512511730194087,,
29,212,3,6,10,1,0,0,0,5.944967269897461,5.8634281158447275,5.908608436584473,5.908012390136719,5.908966064453125,,
27,284,4,11,17,4,0,1,0,2.0051002502441406,1.9474029541015625,1.973509788513184,1.9737005233764648,1.973062753677368,,
33,268,2,36,29,4,0,1,0,4.172563552856444,4.086256027221681,4.1348934173583975,4.131793975830078,4.132390022277832,,
7,347,1,2,16,3,1,1,0,0.8618831634521484,0.7719993591308594,0.7870197296142578,0.7971286773681641,0.7921755313873291,,
50,44,5,13,173,4,1,1,1,0.8759498596191406,0.7522106170654297,0.8215904235839844,0.813603401184082,0.8134841918945312,,
40,263,1,15,19,2,0,1,0,6.368398666381836,6.2766075134277335,6.30795955657959,6.314158439636231,6.312072277069093,,
34,207,6,16,28,3,1,1,1,4.120588302612306,3.9734840393066406,4.033684730529785,4.050183296203613,4.0509700775146475,,
36,190,3,11,9,2,0,0,1,2.0706653594970703,1.9867420196533203,2.0072460174560547,2.0162582397460938,2.0131468772888184,,
47,506,2,7,16,4,0,0,1,7.332563400268555,7.2350502014160165,7.268786430358888,7.273983955383301,7.271528244018555,,
9,186,5,52,6,4,1,1,0,1.6205310821533203,1.488447189331055,1.5431642532348633,1.556396484375,1.5568733215332031,,
43,102,2,70,63,4,1,1,0,1.8606185913085935,1.7652511596679688,1.8106698989868164,1.814126968383789,1.814424991607666,,
40,80,3,82,78,3,1,0,0,2.983331680297852,2.875804901123047,2.9468536376953125,2.9346466064453125,2.9359161853790283,,
2,151,1,62,38,2,0,1,0,0.5223751068115234,0.38909912109375,0.4658699035644531,0.4563331604003906,0.4564821720123291,,
4,169,1,13,21,2,1,1,0,0.6358623504638672,0.4534721374511719,0.5168914794921875,0.5261421203613281,0.5215108394622803,,
2,305,6,24,9,2,1,0,0,1.0776519775390625,0.9593963623046876,1.0666847229003906,1.0464191436767578,1.0533928871154783,,
56,316,3,11,24,2,1,1,1,17.92168617248535,17.831087112426758,17.88628101348877,17.876648902893066,17.87671446800232,,
15,414,1,20,11,2,1,0,0,4.481077194213867,4.393339157104491,4.42039966583252,4.430985450744629,4.429429769515991,,
3,228,6,13,8,3,1,0,0,0.6196498870849609,0.5171298980712891,0.5680322647094727,0.5727291107177734,0.5738139152526855,,
47,75,6,132,90,1,0,1,1,15.573740005493164,15.259981155395508,15.466570854187012,15.422916412353516,15.42443037033081,,
17,64,5,52,54,4,1,0,1,0.7436275482177734,0.6434917449951172,0.6737709045410156,0.6814956665039062,0.6784796714782715,,
59,312,2,21,30,3,1,1,0,10.72978973388672,10.60199737548828,10.64908504486084,10.64906120300293,10.644853115081787,,
45,156,5,43,34,2,1,0,1,9.870767593383787,9.68790054321289,9.799838066101074,9.78984832763672,9.792476892471312,,
52,257,2,24,3,1,1,0,1,11.543989181518555,11.449575424194336,11.480927467346193,11.48536205291748,11.48250699043274,,
64,37,1,130,193,2,1,1,1,2.435445785522461,2.3834705352783203,2.3931264877319336,2.4018287658691406,2.399921417236328,,
15,114,6,52,63,1,0,0,0,7.4613094329833975,7.3528289794921875,7.406949996948242,7.4021339416503915,7.40090012550354,,
2,253,4,10,31,3,1,0,1,0.5598068237304688,0.492095947265625,0.5213022232055664,0.522923469543457,0.5221664905548096,,
3,155,5,49,57,3,0,0,0,0.7140636444091797,0.6392002105712891,0.6916522979736328,0.6811141967773438,0.6822347640991211,,
39,420,5,8,15,2,0,0,1,15.218257904052734,15.100955963134766,15.139460563659668,15.143132209777832,15.139013528823853,,
52,89,7,108,77,3,0,0,0,7.606029510498048,7.174491882324219,7.535815238952638,7.503461837768555,7.53176212310791,,
46,33,4,5,74,4,1,0,1,0.4045963287353516,0.3457069396972656,0.35965442657470703,0.3698825836181641,0.3685653209686279,,
2,471,2,15,8,4,1,0,1,0.6098747253417969,0.5202293395996094,0.5517005920410156,0.5630970001220703,0.5626082420349121,,
58,469,6,17,10,2,1,0,0,40.81964492797852,40.39216041564941,40.78912734985352,40.72625637054443,40.756344795227044,,
24,509,7,17,3,3,0,0,0,7.67827033996582,7.424592971801758,7.5631141662597665,7.5678348541259775,7.5719356536865225,,
5,234,3,2,2,2,1,0,1,0.43487548828125,0.2889633178710937,0.3548860549926758,0.35839080810546875,0.35750865936279297,,
1,284,3,7,17,3,0,0,0,0.3867149353027344,0.28061866760253906,0.35393238067626953,0.3487110137939453,0.3524720668792725,,
34,197,7,35,16,2,1,1,0,7.879018783569336,7.743120193481445,7.819056510925293,7.8139305114746085,7.814645767211914,,
26,346,1,19,15,1,1,0,1,24.76668357849121,24.61099624633789,24.65283870697021,24.6631383895874,24.65671300888061,,
1,112,7,61,40,1,0,1,1,0.9737014770507812,0.8640289306640625,0.914454460144043,0.920701026916504,0.9211599826812744,,
25,41,4,8,124,3,0,0,1,0.5419254302978516,0.4658699035644531,0.5066394805908203,0.5042314529418945,0.5043148994445801,,
30,200,1,15,33,4,1,1,1,1.824140548706055,1.7242431640625,1.7511844635009766,1.7678022384643557,1.766204833984375,,
29,313,5,7,4,4,1,1,0,1.3804435729980469,1.286029815673828,1.3343095779418943,1.334381103515625,1.3346672058105469,,
8,197,6,8,28,1,0,0,1,3.86953353881836,3.7484169006347656,3.84366512298584,3.824973106384277,3.828972578048706,,
11,387,5,4,12,2,0,0,0,2.6090145111083984,2.493858337402344,2.544283866882324,2.54209041595459,2.5397539138793945,,
60,394,2,9,13,2,1,1,0,15.892267227172852,15.808582305908205,15.821576118469238,15.836763381958008,15.833348035812378,,
37,354,2,23,24,4,0,1,0,5.7446956634521475,5.663871765136719,5.704164505004883,5.6995391845703125,5.698353052139282,,
17,397,7,8,6,3,0,0,0,2.238988876342773,2.116918563842773,2.189159393310547,2.190685272216797,2.1938681602478027,,
62,210,6,39,35,4,0,0,0,7.556915283203125,7.467985153198242,7.507801055908202,7.5107574462890625,7.510334253311157,,
