batchsize,matsize,kernelsize,channels_in,channels_out,strides,padding,activation_fct,use_bias
1,81,12,3,23,1,1,1,0
1,82,5,74,4,3,1,1,0
1,82,6,29,89,2,1,1,0
1,83,5,60,36,3,1,0,1
1,83,8,33,79,3,0,0,1
1,84,2,22,41,3,1,1,0
1,84,4,36,21,2,0,0,0
1,84,6,10,9,3,1,1,1
1,84,7,30,86,1,0,1,1
1,85,5,72,56,4,1,0,1
1,85,6,72,110,2,0,0,0
1,85,11,53,116,4,1,0,1
1,85,12,17,22,1,0,0,0
1,86,8,5,84,3,0,0,1
1,86,9,50,52,1,1,0,0
1,87,5,78,106,4,0,1,0
1,87,8,41,68,4,1,1,1
1,87,10,109,33,2,1,0,1
1,87,11,60,71,1,0,0,0
1,87,11,113,48,2,1,0,1
1,88,4,61,49,3,0,1,0
1,89,2,75,67,1,0,1,1
1,89,6,28,73,3,1,1,1
1,89,8,36,86,2,1,1,1
1,90,11,54,4,3,1,1,0
1,90,12,18,63,3,0,1,0
1,91,4,75,86,4,0,0,1
1,91,6,77,4,2,1,0,1
1,91,10,68,66,1,1,1,1
1,91,12,5,81,3,1,0,1
1,92,3,28,16,3,1,0,0
1,93,5,29,95,3,1,0,1
1,93,6,43,16,2,1,0,1
1,93,8,10,103,3,1,1,0
1,93,8,92,64,3,0,1,1
1,93,10,104,98,1,0,0,0
1,93,11,32,29,1,0,0,0
1,93,11,37,39,3,0,0,1
1,94,1,88,77,3,1,1,0
1,94,4,6,12,1,0,0,0
1,95,5,4,46,1,0,0,0
1,96,6,18,13,1,0,0,1
1,96,7,59,58,2,0,0,0
1,97,3,51,20,2,1,1,1
1,97,6,55,71,3,1,0,0
1,97,9,50,42,4,1,0,1
1,97,10,13,67,3,0,0,1
1,97,10,94,6,2,1,0,0
1,97,12,18,71,3,0,1,1
1,98,1,42,75,1,0,1,1
1,98,4,46,55,3,0,0,0
1,98,7,30,32,2,0,1,0
1,99,9,12,16,3,0,0,1
1,99,11,95,31,2,0,0,0
1,100,1,54,9,2,0,0,0
1,100,5,71,86,3,1,1,0
1,100,6,2,93,2,0,1,1
1,100,8,74,93,1,1,1,0
1,101,7,19,5,1,1,1,0
1,101,8,64,92,4,1,1,0
1,102,10,34,3,4,0,1,1
1,103,2,51,72,1,0,1,0
1,103,2,64,79,2,0,0,1
1,103,11,24,30,1,0,1,1
1,103,11,52,8,1,0,0,0
1,104,2,78,34,4,1,1,0
1,104,2,79,92,4,1,0,1
1,104,7,85,19,2,1,1,0
1,105,10,42,52,2,0,0,0
1,106,6,58,68,1,0,1,0
1,106,9,14,41,1,0,0,1
1,106,12,38,58,1,0,1,0
1,107,6,61,79,3,0,1,1
1,107,10,36,63,2,0,0,0
1,107,11,40,18,3,0,0,0
1,108,3,47,27,4,1,1,0
1,108,6,82,29,2,1,0,0
1,108,11,10,89,1,1,1,0
1,108,11,25,48,1,1,0,1
1,109,1,31,26,3,1,1,1
1,109,10,78,11,4,1,0,1
1,110,2,87,60,3,1,0,1
1,111,6,10,80,2,1,0,1
1,111,11,37,57,1,0,0,1
1,112,3,65,86,4,0,1,1
1,112,5,85,12,1,1,0,0
1,112,9,77,13,3,1,1,1
1,112,10,87,14,3,1,1,0
1,113,1,23,84,2,1,1,0
1,113,6,58,52,3,1,1,1
1,114,1,5,39,4,1,0,1
1,114,4,4,68,3,0,0,0
1,114,6,55,51,3,1,0,1
1,114,6,59,40,2,0,0,1
1,114,8,59,12,1,1,1,1
1,114,11,58,87,1,0,1,0
1,115,3,2,70,2,0,1,1
1,115,8,46,35,3,1,0,0
1,115,10,11,22,2,0,0,0
1,115,12,66,27,3,1,0,0
1,116,5,45,32,3,1,1,1
1,116,6,5,24,4,1,0,1
1,116,10,51,1,2,1,0,1
1,116,12,37,29,1,0,1,1
1,117,6,59,73,2,1,0,0
1,117,7,79,42,4,1,1,0
1,117,8,32,77,1,0,0,0
1,117,8,39,48,4,1,1,0
1,117,12,21,46,2,1,0,1
1,117,12,24,29,3,0,0,1
1,118,5,59,45,3,1,1,1
1,118,7,83,78,1,1,0,0
1,119,1,69,27,4,0,0,0
1,119,6,2,26,3,1,1,1
1,119,6,25,79,1,0,0,1
1,119,6,43,8,4,1,1,0
1,119,10,73,33,2,0,1,1
1,120,2,31,35,3,0,0,0
1,120,7,63,30,3,1,0,0
1,120,11,82,53,1,1,1,1
1,121,4,46,5,2,1,1,0
1,121,5,39,47,3,1,0,1
1,121,7,82,44,1,0,1,0
1,121,10,56,27,1,0,1,0
1,121,11,15,15,1,0,1,0
1,122,4,27,37,4,1,1,0
1,122,7,77,41,3,1,1,1
1,122,12,13,26,4,0,1,0
1,123,6,22,38,3,0,0,1
1,124,8,35,47,1,1,0,0
1,124,10,68,11,4,0,0,0
1,125,3,59,51,2,0,0,1
1,126,7,30,17,1,0,0,1
1,126,10,61,55,3,1,1,0
1,126,11,32,25,2,0,1,0
1,127,8,67,62,2,1,1,1
1,128,1,64,51,3,1,1,1
1,128,3,54,7,3,0,1,0
1,128,3,56,16,4,0,0,1
1,128,4,19,25,4,0,0,1
1,128,8,27,20,1,0,0,0
1,128,11,76,53,2,0,0,0
1,128,12,39,76,4,0,1,1
1,129,2,30,47,4,1,0,0
1,129,4,8,45,1,1,1,1
1,129,4,21,31,2,0,1,1
1,129,5,35,46,3,0,1,1
1,129,9,9,40,2,1,1,0
1,129,12,71,34,4,1,0,1
1,130,4,72,18,3,1,1,1
1,130,4,76,2,3,0,1,0
1,130,6,46,46,4,0,0,0
1,130,12,38,54,2,0,1,1
1,131,4,12,76,2,1,1,1
1,131,7,14,64,2,0,0,0
1,131,12,30,66,3,0,0,1
1,131,12,61,9,1,1,0,0
1,132,1,55,13,3,1,0,0
1,132,4,25,68,4,1,0,0
1,132,6,73,40,1,0,0,0
1,132,7,42,21,3,1,1,0
1,132,11,45,72,1,0,1,1
1,133,2,65,32,1,0,1,0
1,133,5,39,65,3,0,0,1
1,133,7,66,43,1,0,0,0
1,133,8,42,35,3,0,1,1
1,133,10,40,66,4,0,0,1
1,134,4,49,53,1,1,1,1
1,134,6,42,18,4,1,1,0
1,134,8,60,37,1,1,1,0
1,134,9,38,17,2,0,0,0
1,134,11,30,63,3,0,1,1
1,134,11,45,27,1,1,0,1
1,135,5,20,30,1,1,0,1
1,135,6,11,74,3,0,0,1
1,135,8,46,69,1,0,1,1
1,135,11,36,9,2,0,0,0
1,136,2,39,9,1,0,1,0
1,136,3,6,62,1,1,0,1
1,136,9,12,8,4,0,0,0
1,136,10,31,10,3,0,1,1
1,137,4,72,55,2,1,1,0
1,137,8,17,24,3,0,1,1
1,138,4,3,52,4,0,1,1
1,138,12,27,6,3,1,1,1
1,140,5,49,25,3,1,1,0
1,141,1,60,48,3,1,0,0
1,141,3,44,39,1,0,0,1
1,141,5,8,42,4,1,1,0
1,141,12,16,45,1,1,1,1
1,142,1,31,42,3,0,1,1
1,142,5,15,35,3,0,0,1
1,142,9,30,25,1,1,1,0
1,143,4,66,69,2,1,0,0
1,143,11,23,12,1,0,0,1
1,144,3,8,38,1,1,1,1
1,144,3,38,50,1,0,1,0
1,144,6,33,47,2,1,1,0
1,144,8,3,32,2,1,0,1
1,144,8,15,21,3,0,0,0
1,144,12,38,6,1,0,0,0
1,145,2,38,1,3,0,0,1
1,146,5,60,53,2,0,0,1
1,147,2,56,67,1,1,0,1
1,147,7,17,44,4,1,0,0
1,148,3,64,5,1,1,0,1
1,148,7,26,27,4,1,1,0
1,148,8,58,12,4,0,1,0
1,149,2,64,61,3,0,1,0
1,149,9,3,17,3,1,1,1
1,151,4,39,16,3,1,0,1
1,151,9,47,38,3,0,1,0
1,151,10,28,60,3,0,1,0
1,151,11,49,61,1,1,0,1
1,152,2,22,51,3,0,0,0
1,152,3,55,20,3,1,0,0
1,152,6,16,42,4,1,0,0
1,152,6,62,3,3,1,0,1
1,152,7,50,40,3,0,1,0
1,152,8,61,56,1,0,1,1
1,152,10,19,63,1,0,0,0
1,152,10,43,41,4,1,1,1
1,153,4,62,2,2,0,0,0
1,154,7,61,45,3,0,1,1
1,155,5,39,5,1,1,1,0
1,155,5,53,8,2,0,0,1
1,155,7,32,59,1,1,0,0
1,155,11,20,49,3,0,1,1
1,156,1,37,57,1,0,1,0
1,156,10,50,44,3,0,1,1
1,157,2,59,13,3,1,1,0
1,157,4,11,6,4,0,0,0
1,158,3,22,3,1,1,1,0
1,158,3,59,59,4,1,0,1
1,158,4,31,46,3,1,1,0
1,158,7,62,46,1,1,0,1
1,158,9,25,50,3,1,0,0
1,159,2,34,1,3,1,0,0
1,159,4,23,49,2,0,1,0
1,159,4,43,56,3,1,0,0
1,159,9,56,58,4,1,0,1
1,160,1,42,40,4,0,1,0
1,160,5,26,11,4,1,0,0
1,160,6,17,9,3,1,0,0
1,160,12,49,18,4,1,0,1
1,161,1,14,13,1,0,0,1
1,161,3,44,1,1,0,0,1
1,161,4,12,51,4,1,0,0
1,162,8,43,57,4,1,1,1
1,162,10,4,51,3,1,1,1
1,162,10,9,2,3,1,0,1
1,162,10,56,41,3,0,1,1
1,163,1,47,52,3,1,1,1
1,163,4,52,61,4,1,0,1
1,163,5,54,43,1,1,0,0
1,163,8,56,2,1,1,0,0
1,163,9,60,28,3,0,0,1
1,163,11,40,36,2,0,1,0
1,164,2,18,16,4,0,0,1
1,164,5,31,5,4,1,0,0
1,165,2,52,50,3,1,0,1
1,165,4,52,50,3,0,0,0
1,165,7,18,29,1,1,1,1
1,166,1,26,25,2,1,1,0
1,166,7,5,59,2,0,0,1
1,167,1,17,23,3,1,1,0
1,167,2,3,52,3,0,1,0
1,167,7,45,57,4,1,1,0
1,168,1,30,44,3,0,0,1
1,168,4,23,8,2,0,1,1
1,168,6,47,31,1,0,0,1
1,168,8,55,23,2,0,0,0
1,169,9,1,21,3,0,0,1
1,170,10,13,11,3,1,0,1
1,170,12,7,26,1,1,0,1
1,171,8,14,48,4,1,0,1
1,172,1,12,32,4,0,0,0
1,172,4,32,38,2,0,0,0
1,172,10,40,12,4,0,1,0
1,173,9,29,13,1,0,1,0
1,174,1,30,56,1,0,1,1
1,174,5,48,56,3,0,0,1
1,174,9,19,15,2,1,1,0
1,174,12,26,33,3,1,1,1
1,175,2,54,10,2,0,0,0
1,176,2,34,26,4,0,0,1
1,176,2,37,27,2,0,1,1
1,176,4,47,50,2,0,1,1
1,176,7,33,2,1,1,1,0
1,177,3,22,45,1,0,1,1
1,177,4,49,22,3,1,1,1
1,177,5,33,4,3,1,1,1
1,177,12,15,15,3,0,1,0
1,178,2,23,5,4,0,1,1
1,178,3,27,36,4,0,1,0
1,178,3,53,39,3,1,0,0
1,178,4,13,25,4,1,0,1
1,178,5,13,18,1,1,0,0
1,178,7,52,33,3,0,1,0
1,179,4,6,41,1,0,1,1
1,179,5,26,41,2,0,0,0
1,179,12,20,17,3,1,1,0
1,180,1,5,29,2,1,1,0
1,180,4,10,30,4,0,1,1
1,180,5,35,26,1,1,1,1
1,180,7,11,4,1,0,1,1
1,180,7,33,49,4,1,1,0
1,182,1,25,36,2,1,1,0
1,182,4,33,40,1,1,0,1
1,182,4,35,24,3,0,1,1
1,182,11,22,20,4,0,0,1
1,183,1,17,29,3,1,1,1
1,183,1,33,33,3,1,0,1
1,184,5,23,2,4,0,1,0
1,184,10,30,5,1,1,0,0
1,185,1,31,42,4,0,1,0
1,185,8,46,15,1,0,1,0
1,186,2,48,48,2,1,0,1
1,186,3,53,10,2,1,0,1
1,186,11,52,28,4,1,1,1
1,187,3,34,12,1,1,1,0
1,187,5,11,52,1,1,1,0
1,187,6,39,22,1,1,1,0
1,187,9,1,37,1,0,1,0
1,187,11,3,51,3,1,1,1
1,187,12,14,28,2,0,1,1
1,189,2,49,52,1,0,0,0
1,189,7,15,2,1,1,0,0
1,189,9,4,25,1,0,0,1
1,189,11,19,5,4,1,0,1
1,189,11,34,17,1,0,1,1
1,190,1,52,48,4,0,1,0
1,190,2,35,11,4,0,0,1
1,190,8,26,45,4,0,0,0
1,190,9,8,51,3,0,0,1
1,190,9,48,48,4,1,1,0
1,191,3,26,34,2,1,0,1
1,191,5,24,34,3,1,0,0
1,191,6,29,9,3,0,1,1
1,191,7,11,31,1,0,0,1
1,191,10,35,13,3,0,0,1
1,192,1,38,52,2,1,0,1
1,192,10,40,39,3,1,1,1
1,193,2,11,1,2,0,0,1
1,193,5,35,15,1,1,0,0
1,193,7,8,32,1,1,1,1
1,193,11,43,40,1,0,1,0
1,194,3,11,21,1,0,0,1
1,194,8,42,2,4,1,0,1
1,195,3,19,21,2,0,0,1
1,195,6,23,13,1,0,0,1
1,195,8,7,32,1,1,0,0
1,196,3,33,2,4,0,0,1
1,196,7,45,33,2,1,0,1
1,196,9,45,6,1,1,0,1
1,196,12,34,3,1,0,0,0
1,197,7,1,46,3,1,0,1
1,198,2,19,12,2,0,1,1
1,198,10,39,33,2,1,1,1
1,199,5,22,45,1,0,0,1
1,199,6,11,17,3,1,0,1
1,201,11,11,25,2,0,1,1
1,201,11,36,22,1,0,0,0
1,202,11,22,13,4,0,1,1
1,202,11,35,13,4,0,1,0
1,203,3,5,31,1,1,0,0
1,203,11,47,21,2,1,0,1
1,204,5,31,32,2,0,1,0
1,204,11,10,36,3,1,0,1
1,205,8,27,24,3,0,1,1
1,205,11,21,32,4,1,0,1
1,206,1,27,10,4,0,0,0
1,206,3,7,35,2,1,1,1
1,206,3,30,47,3,0,0,0
1,206,8,10,16,1,1,0,0
1,207,3,13,38,4,0,1,0
1,207,4,6,1,2,0,0,1
1,207,10,4,29,4,0,0,1
1,208,8,21,27,1,0,1,1
1,208,10,41,3,1,1,0,1
1,209,6,10,7,2,0,0,1
1,210,2,12,33,2,0,1,1
1,210,9,2,30,1,0,1,1
1,210,11,14,41,3,1,1,0
1,211,2,27,6,2,1,1,1
1,211,5,14,36,4,1,1,1
1,211,7,5,39,2,0,0,1
1,211,9,47,28,1,0,0,1
1,212,2,32,15,4,0,1,0
1,212,7,23,41,4,1,0,1
1,212,11,46,30,2,1,1,1
1,212,12,27,34,3,1,1,1
1,213,2,35,22,3,1,1,0
1,213,9,2,12,1,0,0,0
1,214,4,20,23,3,0,0,1
1,214,6,1,4,3,0,1,0
1,215,2,21,43,4,0,1,0
1,215,2,36,45,3,0,1,1
1,215,6,38,46,2,0,1,1
1,216,2,38,34,2,1,0,1
1,216,4,4,22,3,0,0,0
1,216,4,28,33,1,1,0,0
1,216,7,40,20,1,0,1,0
1,216,12,19,34,1,1,0,1
1,217,5,13,16,4,1,0,0
1,217,7,43,11,4,1,1,1
1,218,3,9,10,2,1,1,1
1,218,4,13,26,1,0,0,0
1,218,4,35,11,1,0,0,0
1,218,5,4,4,2,1,0,1
1,219,1,25,38,2,0,0,0
1,219,2,12,10,2,0,0,1
1,219,2,44,37,1,1,0,1
1,219,3,4,2,1,1,0,1
1,219,11,35,24,3,1,1,1
1,219,12,38,12,2,0,0,0
1,220,2,2,28,4,1,1,1
1,220,4,12,6,3,1,0,1
1,220,6,21,42,1,0,0,0
1,220,9,14,41,3,0,0,0
1,221,1,25,29,1,0,0,1
1,221,2,30,38,4,1,1,1
1,221,3,4,35,4,1,1,0
1,222,7,15,28,4,1,1,1
1,222,8,6,15,3,0,0,1
1,222,11,13,4,2,0,0,1
1,223,2,6,35,2,1,1,0
1,223,5,19,4,1,1,0,0
1,223,7,39,33,4,0,0,0
1,223,9,7,16,2,0,1,1
1,224,6,4,26,1,1,1,1
1,225,2,3,4,3,0,1,0
1,225,2,27,4,1,1,1,1
1,225,3,4,10,3,0,1,0
1,225,4,10,19,3,1,0,0
1,225,4,30,31,4,0,0,1
1,225,10,23,38,4,0,0,1
1,226,3,28,7,1,0,1,1
1,226,6,40,15,2,1,1,0
1,226,8,39,5,1,0,1,1
1,226,9,25,43,3,0,0,1
1,227,6,12,21,3,0,1,0
1,227,8,23,32,4,1,0,0
1,227,8,40,35,2,0,0,0
1,227,9,26,28,3,1,1,0
1,228,2,42,35,4,0,0,1
1,228,8,34,18,4,1,1,0
1,229,4,25,23,2,0,1,1
1,229,9,8,12,2,0,0,1
1,231,1,38,10,4,1,0,0
1,231,9,12,34,4,0,0,1
1,231,11,9,40,4,1,0,0
1,232,3,38,43,2,0,0,1
1,232,6,20,32,3,0,0,0
1,232,6,26,32,4,0,1,0
1,232,6,35,20,4,1,0,1
1,232,7,24,7,1,1,1,1
1,232,12,34,10,3,0,0,1
1,233,3,20,39,3,0,0,1
1,234,9,17,25,4,0,0,1
1,234,12,31,26,4,0,0,0
1,235,3,9,5,1,0,0,0
1,235,3,21,12,2,0,1,1
1,235,7,35,13,2,0,0,1
1,235,10,20,40,1,1,1,0
1,236,4,28,33,4,1,0,1
1,236,8,8,33,3,1,1,0
1,236,12,19,24,4,0,0,1
1,237,4,10,27,1,0,0,1
1,237,11,2,8,2,0,0,1
1,237,11,17,1,4,0,1,1
1,237,12,14,9,1,0,0,0
1,238,3,9,17,1,0,0,0
1,238,3,27,29,4,1,0,1
1,238,7,40,19,3,1,1,0
1,238,7,41,1,3,0,0,1
1,239,3,21,1,3,0,1,1
1,239,4,7,18,2,0,0,1
1,239,6,36,17,2,1,0,0
1,239,11,41,21,3,1,0,1
1,240,5,21,18,1,1,0,0
1,240,5,33,36,2,1,0,0
1,240,11,4,31,4,0,1,1
1,241,1,22,41,1,1,0,1
1,241,2,7,20,3,1,1,0
1,241,6,32,22,4,1,1,0
1,241,7,34,33,2,0,1,1
1,241,9,25,6,3,0,0,1
1,241,11,25,10,4,0,0,0
1,242,2,27,4,3,0,0,1
1,243,5,8,34,1,0,1,0
1,243,8,23,20,3,1,1,1
1,243,9,24,11,3,1,0,1
1,243,11,1,13,1,1,0,1
1,244,1,16,3,1,1,0,0
1,244,4,24,26,3,1,0,0
1,244,5,25,17,2,1,0,1
1,244,6,31,21,3,0,0,1
1,244,6,35,40,4,0,0,1
1,244,8,39,29,2,1,0,0
1,245,4,9,18,1,1,0,1
1,245,5,30,21,2,0,0,0
1,246,1,17,23,1,0,0,1
1,246,5,14,11,2,0,0,0
1,246,9,37,16,1,0,0,0
1,247,1,17,20,3,0,0,1
1,247,7,4,35,2,0,1,1
1,247,7,14,20,1,0,1,0
1,247,9,18,13,4,0,0,0
1,248,2,35,16,1,1,0,1
1,248,2,37,23,2,1,0,0
1,248,3,38,8,2,0,1,1
1,248,4,6,7,1,0,0,1
1,248,8,3,23,4,0,1,0
1,248,9,16,31,1,1,1,1
1,249,2,19,27,1,0,1,0
1,249,2,27,21,4,1,1,0
1,249,3,18,2,2,0,1,0
1,249,11,17,20,3,1,1,1
1,250,3,25,2,1,0,0,1
1,250,12,36,22,4,0,1,0
1,251,2,22,6,1,1,0,0
1,251,7,27,14,4,1,1,1
1,251,11,17,33,2,1,1,1
1,251,12,1,18,4,1,0,0
1,252,6,22,3,4,0,1,1
1,252,11,21,37,2,0,1,0
1,252,11,28,28,1,1,0,1
1,253,1,18,8,4,1,1,0
1,253,2,13,13,2,0,0,1
1,253,3,32,18,2,1,1,0
1,253,7,13,39,4,1,0,0
1,253,11,16,6,1,0,1,1
1,254,2,16,19,3,1,1,0
1,254,3,10,8,2,0,0,1
1,254,3,12,17,1,1,0,1
1,254,5,14,39,2,1,0,0
1,254,6,33,9,2,0,0,0
1,254,12,33,11,4,0,0,1
1,255,1,26,30,1,0,0,1
1,255,4,11,33,1,0,1,1
1,255,4,31,32,1,0,1,1
1,255,5,12,25,4,1,1,0
1,255,6,4,10,2,1,1,0
1,255,7,37,24,1,0,1,1
1,255,9,31,32,2,1,0,0
1,256,8,31,28,1,1,0,1
1,256,9,11,4,3,0,1,0
1,256,9,36,15,4,1,1,0
1,256,11,29,3,2,1,1,1
1,257,3,20,37,1,1,1,1
1,257,3,30,23,1,0,1,1
1,257,4,26,11,3,0,1,0
