batchsize,matsize,kernelsize,channels_in,channels_out,strides,padding,activation_fct,use_bias,time_max,time_min,time_median,time_mean,time_trim_mean
58,70,3,118,109,1,0,1,0,186.57946586608887,185.69111824035645,186.00869178771973,186.08570098876956,186.07330322265625
54,181,4,23,15,1,1,1,0,126.4357566833496,125.46062469482422,125.8530616760254,125.89895725250244,125.88664889335631
13,360,7,12,10,4,0,0,0,10.683059692382812,10.50257682800293,10.563969612121582,10.58049201965332,10.57741045951843
45,130,4,68,16,4,1,1,1,10.125398635864258,9.54747200012207,9.750962257385254,9.781479835510254,9.767740964889525
5,332,2,24,4,4,1,0,0,2.6552677154541016,2.418756484985352,2.48563289642334,2.498602867126465,2.4890005588531494
4,502,1,8,14,1,0,0,0,6.190299987792969,5.9051513671875,5.945801734924316,6.011700630187987,6.002694368362428
15,383,5,4,6,4,1,1,1,5.811452865600586,5.4945945739746085,5.672335624694824,5.667901039123535,5.67162036895752
38,494,1,1,4,1,0,0,1,25.970935821533203,23.84305000305176,24.310588836669922,24.55074787139893,24.461686611175537
30,317,4,20,24,2,1,0,1,52.18148231506348,51.81550979614258,51.86820030212402,51.92809104919434,51.910489797592156
35,495,3,12,10,2,1,1,0,83.99415016174315,83.50849151611328,83.75477790832521,83.76924991607666,83.77373218536377
5,437,2,21,1,4,0,0,1,4.026412963867188,3.6466121673583984,3.7616491317749023,3.7868261337280273,3.7744045257568364
7,137,2,20,12,2,1,1,1,0.9737014770507812,0.8804798126220703,0.9397268295288086,0.9378433227539062,0.9405314922332764
15,451,3,19,7,1,1,0,0,104.72536087036131,104.26974296569824,104.38239574432372,104.40673828125,104.38403487205505
30,9,2,470,68,4,1,0,0,0.4699230194091797,0.4105567932128906,0.4420280456542969,0.43959617614746094,0.4394352436065674
4,118,7,66,32,4,1,0,0,3.2448768615722656,3.003120422363281,3.1223297119140625,3.1177997589111333,3.1162500381469727
61,397,5,12,18,3,0,0,1,80.51204681396484,80.20830154418945,80.37817478179932,80.37431240081787,80.37784695625304
62,498,4,13,18,1,1,0,1,823.5995769500732,822.8728771209717,823.3621120452881,823.3367919921875,823.3619332313538
42,266,7,10,3,2,0,1,0,53.33018302917481,52.6895523071289,52.96945571899414,52.98981666564941,52.98480391502381
19,468,6,17,11,2,1,0,1,104.7828197479248,104.48884963989258,104.69818115234376,104.65421676635742,104.65881228446959
62,53,6,149,77,1,0,1,0,334.25283432006836,333.2352638244629,333.69231224060064,333.69939327239985,333.68822932243353
49,63,5,40,89,2,0,1,1,23.297786712646484,23.073673248291016,23.14436435699463,23.154497146606445,23.14668893814087
42,136,7,10,63,1,0,0,0,144.578218460083,144.03367042541504,144.34683322906494,144.28627490997312,144.28135752677915
46,494,6,14,8,4,0,1,0,54.86512184143066,53.59840393066406,54.19492721557617,54.207801818847656,54.20181155204773
2,360,5,14,13,4,0,1,0,1.8444061279296875,1.4812946319580078,1.5479326248168943,1.5760421752929688,1.554340124130249
32,330,7,17,21,2,1,1,0,163.50674629211426,162.94312477111816,163.3615493774414,163.27223777770996,163.2840633392334
40,139,3,42,15,1,1,0,1,55.5729866027832,54.81743812561035,54.96072769165039,54.99963760375977,54.950743913650506
47,356,1,22,22,4,1,1,1,11.99960708618164,11.487960815429688,11.877059936523438,11.765336990356445,11.77072525024414
44,311,2,13,8,3,1,1,1,12.068033218383787,11.722803115844727,11.768698692321776,11.81621551513672,11.796414852142336
56,215,3,39,6,4,0,1,1,17.364501953125,16.278505325317386,16.727089881896973,16.72201156616211,16.69713854789734
56,332,1,25,16,4,0,1,0,11.704444885253904,11.258840560913086,11.349320411682127,11.377191543579102,11.351078748703005
52,416,4,3,19,1,0,1,1,277.7955532073974,275.637149810791,276.9937515258789,276.91805362701416,276.96847915649414
4,440,4,2,13,1,1,0,1,17.383813858032227,17.30799674987793,17.352819442749027,17.34764575958252,17.34808087348938
27,458,6,16,2,4,0,0,1,25.669574737548828,25.12478828430176,25.41041374206543,25.400638580322266,25.401502847671512
25,357,2,15,16,4,0,1,0,6.456613540649414,6.2215328216552725,6.362318992614746,6.348562240600586,6.350934505462647
61,199,3,23,11,1,0,1,1,112.59055137634277,112.04934120178223,112.36214637756348,112.34977245330809,112.3572289943695
17,376,4,12,21,2,0,1,1,29.791831970214844,29.66141700744629,29.73818778991699,29.733991622924805,29.735833406448364
3,397,3,4,9,3,0,1,0,1.8763542175292969,1.7042160034179688,1.7871856689453125,1.7882823944091797,1.7877817153930664
4,141,1,5,2,2,1,1,0,0.9701251983642578,0.9357929229736328,0.962376594543457,0.9604692459106444,0.9623467922210692
13,176,7,39,6,4,0,1,1,12.197017669677734,7.040739059448242,9.26506519317627,9.455275535583496,9.414374828338623
34,253,1,29,28,1,0,1,0,57.30509757995606,56.62131309509277,56.885719299316406,56.92229270935058,56.91206455230713
5,219,7,17,35,1,1,1,0,61.76471710205078,61.21945381164551,61.493754386901855,61.46395206451416,61.45691871643066
20,327,5,24,18,4,0,0,1,17.088890075683597,16.7083740234375,16.789436340332028,16.823697090148926,16.80496335029602
49,193,3,30,15,2,0,1,0,25.45094490051269,24.99532699584961,25.205135345458984,25.22008419036865,25.21932125091553
26,196,3,37,30,2,1,1,0,27.11296081542969,25.744199752807614,25.929808616638184,26.10938549041748,26.02958679199219
63,196,4,18,13,2,1,1,1,28.477191925048828,27.31728553771973,27.39429473876953,27.50852108001709,27.41134166717529
30,114,5,66,32,1,1,1,1,135.92910766601562,135.4169845581055,135.6985569000244,135.7111930847168,135.72072982788086
28,458,4,10,14,1,0,1,1,199.7683048248291,197.58868217468262,198.00460338592532,198.12474250793457,197.98630475997925
29,48,3,190,49,4,1,1,1,3.452301025390625,3.2145977020263667,3.313422203063965,3.319334983825684,3.3158063888549805
12,226,2,13,6,3,0,1,1,2.3746490478515625,2.1991729736328125,2.304673194885254,2.2960186004638667,2.298295497894287
20,182,4,24,20,1,1,0,1,56.25152587890625,56.01716041564941,56.13851547241211,56.128501892089844,56.127041578292854
46,228,6,15,40,1,0,0,0,373.5213279724121,372.4422454833984,373.0378150939941,373.02749156951904,373.0389177799225
44,483,7,15,15,4,1,0,0,86.91692352294922,86.55953407287598,86.81154251098633,86.7915391921997,86.80486679077148
36,168,2,7,18,4,1,1,1,2.308368682861328,1.9845962524414065,2.0313262939453125,2.0604372024536133,2.0389258861541752
25,72,1,45,25,3,0,1,1,0.7076263427734375,0.6129741668701172,0.6858110427856445,0.6713151931762695,0.6740689277648926
64,374,4,4,24,1,0,1,0,340.1165008544922,339.3886089324951,339.60020542144775,339.6265029907226,339.59499001502985
27,379,6,19,20,3,0,1,0,72.11709022521974,71.63572311401367,71.84112071990967,71.82822227478026,71.81617617607118
21,195,7,46,6,3,0,1,1,29.780864715576172,28.43785285949707,28.746724128723145,29.02548313140869,29.00451421737671
37,314,3,27,26,4,0,0,1,15.966415405273438,15.60831069946289,15.640854835510256,15.685248374938965,15.659719705581665
49,498,4,18,18,4,1,1,1,52.5815486907959,52.31094360351562,52.46233940124512,52.44598388671875,52.4459183216095
45,453,3,15,20,3,1,0,0,52.37412452697754,52.13236808776856,52.28722095489502,52.28042602539063,52.28722095489502
29,491,3,15,3,2,1,0,1,64.48769569396973,63.22813034057617,63.72785568237305,63.75141143798828,63.724786043167114
51,315,6,18,3,2,0,0,0,102.05960273742676,101.20344161987305,101.57668590545654,101.5885591506958,101.57781839370728
31,194,2,6,30,4,0,1,0,2.2199153900146484,2.0143985748291016,2.1284818649291988,2.1192550659179688,2.1197795867919917
2,185,3,46,41,3,1,1,0,1.5883445739746094,1.4100074768066406,1.4983415603637695,1.4928817749023438,1.4913082122802734
22,278,1,5,26,1,0,1,1,18.241405487060547,17.278432846069336,17.63772964477539,17.727375030517578,17.719238996505734
3,374,1,23,10,3,1,0,0,1.4073848724365234,1.295328140258789,1.3352632522583008,1.3426780700683594,1.3405084609985352
13,365,4,17,9,1,1,0,0,79.38766479492188,79.15854454040526,79.24461364746094,79.27052974700928,79.2698860168457
8,25,4,326,134,4,1,1,1,2.0792484283447266,1.9841194152832031,2.0160675048828125,2.0214080810546875,2.018839120864868
55,430,5,19,13,4,0,0,1,56.81920051574707,56.45251274108887,56.624770164489746,56.636929512023926,56.63719773292542
60,312,6,8,4,4,1,1,1,15.652894973754885,15.29240608215332,15.4191255569458,15.451693534851074,15.446454286575316
8,418,6,20,17,4,1,1,1,13.445377349853516,13.147592544555664,13.24152946472168,13.25533390045166,13.245046138763428
47,179,6,51,54,2,0,1,0,239.23826217651367,238.05904388427732,238.8390302658081,238.69338035583496,238.70456218719482
26,53,5,69,97,1,0,1,1,60.20307540893555,59.26704406738281,59.44406986236572,59.52634811401367,59.474170207977295
13,360,2,13,24,1,1,0,0,55.89771270751953,55.46331405639648,55.62090873718262,55.61408996582031,55.59748411178589
10,119,4,50,29,4,0,0,1,2.3806095123291016,2.169132232666016,2.311825752258301,2.2961854934692383,2.301514148712158
14,34,2,193,64,2,0,1,1,1.7538070678710938,1.5845298767089844,1.6529560089111328,1.6627788543701172,1.6611814498901367
58,359,3,12,24,1,1,1,0,387.3856067657471,386.3966464996338,387.11702823638916,387.0575189590454,387.09911704063416
60,78,2,32,115,3,1,0,0,4.2569637298583975,4.105806350708009,4.182219505310059,4.193449020385741,4.196465015411377
3,174,7,33,17,3,0,1,0,3.5724639892578125,3.3979415893554688,3.4530162811279297,3.481674194335937,3.4807920455932617
32,302,6,9,30,1,0,1,0,326.52854919433594,325.39153099060064,325.8824348449707,325.8997917175293,325.88472962379456
34,348,1,5,24,1,0,1,1,39.68262672424317,36.20052337646485,37.89746761322022,37.74254322052003,37.69278526306152
15,245,6,6,37,3,1,0,0,7.85064697265625,7.716178894042969,7.765531539916992,7.776236534118652,7.774442434310912
3,257,2,16,16,4,0,0,1,0.5719661712646484,0.4544258117675781,0.527501106262207,0.5135774612426758,0.5136728286743164
52,241,4,24,8,4,0,0,1,12.795686721801758,12.38250732421875,12.526392936706545,12.538886070251465,12.526333332061768
48,447,6,14,15,3,1,0,1,93.91450881958008,93.3518409729004,93.62566471099855,93.62430572509766,93.622088432312
19,188,5,50,40,1,0,0,0,221.85277938842773,220.6857204437256,221.33564949035645,221.338415145874,221.35570645332336
48,171,1,38,37,4,0,1,0,4.572629928588867,4.080533981323241,4.3839216232299805,4.339051246643066,4.3421685695648184
11,285,1,20,24,1,1,1,1,10.645389556884766,9.917259216308594,10.11526584625244,10.195088386535645,10.173529386520388
46,160,6,7,18,2,0,1,0,20.411014556884766,20.07150650024414,20.103931427001953,20.14899253845215,20.125925540924076
50,278,4,24,20,1,0,1,0,343.13678741455084,342.2420024871826,342.6599502563477,342.6703453063965,342.66558289527893
9,298,7,11,2,1,1,0,1,65.56344032287598,64.84580039978027,65.27888774871826,65.22150039672853,65.22572040557861
33,362,7,25,23,2,1,1,1,272.4108695983887,271.3308334350586,271.73006534576416,271.7939138412476,271.77467942237854
55,471,5,11,2,1,0,1,0,552.5760650634767,548.9051342010498,550.2527952194214,550.6042718887329,550.5701899528503
8,133,7,47,36,1,0,0,0,80.03687858581544,79.72240447998047,79.79655265808104,79.83648777008057,79.82569932937622
55,392,2,5,5,1,1,1,1,193.0570602416992,192.24834442138672,192.68429279327395,192.7078008651733,192.7215754985809
19,78,4,77,71,3,0,0,1,7.313728332519531,6.8356990814208975,6.9544315338134775,6.982278823852539,6.95917010307312
41,262,5,31,18,4,0,1,0,33.620834350585945,32.73916244506836,32.95373916625977,33.06896686553955,33.041208982467644
4,231,1,32,7,1,1,0,0,1.4629364013671875,1.3175010681152344,1.3866424560546875,1.3961076736450195,1.3975799083709717
29,223,2,13,9,1,0,1,1,39.258718490600586,38.94233703613281,39.036870002746575,39.069628715515144,39.06190395355225
8,355,5,2,14,2,1,1,0,9.093761444091797,8.589506149291992,8.765339851379395,8.80894660949707,8.800774812698362
39,401,4,17,4,4,1,1,1,19.03533935546875,17.873287200927734,18.178462982177734,18.23363304138184,18.178462982177734
27,156,1,33,35,2,1,0,1,5.025625228881836,4.067659378051759,4.131793975830078,4.2374610900878915,4.160165786743163
20,277,4,7,28,2,1,0,1,18.46194267272949,18.175125122070312,18.26953887939453,18.2952880859375,18.2894766330719
59,58,5,128,137,4,1,0,1,32.91630744934082,32.12499618530273,32.429933547973626,32.438087463378906,32.417446374893196
3,446,4,3,18,1,1,1,0,24.4443416595459,24.082660675048828,24.266719818115234,24.274349212646484,24.277061223983765
45,145,2,34,58,3,1,0,1,7.3468685150146475,7.1272850036621085,7.206439971923827,7.219505310058594,7.215112447738647
42,320,3,16,21,3,1,1,0,24.247169494628906,23.83255958557129,23.96535873413086,23.99740219116211,23.98678660392761
46,84,5,28,1,1,1,1,0,33.627986907958984,32.54866600036621,32.96351432800293,32.976150512695305,32.948106527328484
62,416,5,15,14,3,1,1,0,104.5846939086914,103.7454605102539,104.41267490386964,104.3581485748291,104.4064164161682
5,414,1,5,22,1,0,0,0,7.41124153137207,7.123708724975586,7.149815559387207,7.225728034973144,7.215291261672974
21,405,3,7,12,3,1,0,1,13.265848159790039,13.05389404296875,13.181328773498535,13.17892074584961,13.183683156967163
33,226,3,33,23,2,1,1,1,30.74502944946289,30.54189682006836,30.59232234954834,30.60317039489746,30.59309720993042
40,276,2,30,32,3,0,1,0,21.05593681335449,20.84040641784668,20.926713943481445,20.93808650970459,20.93556523323059
39,283,2,31,30,1,0,1,0,188.24243545532227,187.3183250427246,187.55245208740237,187.59281635284424,187.54592537879944
12,203,4,40,6,3,1,0,0,5.619525909423828,5.213022232055664,5.4100751876831055,5.392098426818848,5.386054515838623
4,480,4,17,15,3,0,1,1,5.516529083251953,5.203962326049805,5.352973937988281,5.353260040283203,5.351513624191284
60,305,5,29,11,3,1,0,0,78.77588272094727,78.22585105895995,78.58645915985106,78.5747766494751,78.59325408935547
20,382,1,8,1,4,0,0,1,4.122734069824219,2.3257732391357417,2.968788146972656,2.985358238220215,2.925634384155273
64,447,1,13,1,1,0,0,0,26.375770568847656,26.281118392944336,26.31831169128418,26.331186294555664,26.331871747970578
41,353,6,20,26,3,1,1,1,93.91617774963379,93.47128868103027,93.74892711639404,93.73481273651123,93.74508261680604
48,148,1,42,7,2,0,1,1,5.6819915771484375,5.4492950439453125,5.609631538391113,5.576205253601074,5.578845739364624
48,61,1,66,136,2,0,1,0,6.2422752380371085,5.871772766113281,6.138205528259277,6.133055686950684,6.1520636081695566
1,468,6,19,2,3,1,1,0,6.006956100463867,4.3218135833740225,5.204081535339356,5.157756805419922,5.156099796295166
52,323,6,5,21,2,0,1,0,95.47066688537598,94.85316276550293,95.18694877624512,95.20301818847656,95.21329402923584
44,493,2,1,10,3,0,0,1,23.642778396606445,22.96137809753418,23.21910858154297,23.257994651794434,23.246973752975464
51,402,3,23,22,3,0,1,1,59.22389030456543,59.00979042053223,59.10181999206543,59.09726619720459,59.09237265586853
2,156,6,55,36,2,0,0,0,6.9272518157958975,6.502866744995117,6.6132545471191415,6.631112098693848,6.610125303268433
51,235,4,39,24,2,0,1,0,90.42692184448242,89.75076675415039,89.96164798736572,89.98496532440186,89.95899558067322
46,92,3,36,63,4,1,0,0,4.2421817779541025,4.010438919067384,4.070281982421875,4.100799560546875,4.094421863555908
24,288,5,8,29,3,1,0,0,11.389732360839846,11.321067810058596,11.341214179992676,11.345553398132324,11.3430917263031
37,218,1,14,44,4,1,1,1,3.623247146606445,3.3702850341796875,3.4183263778686523,3.464508056640625,3.456443548202514
4,290,4,9,12,2,1,0,1,3.316879272460937,3.204822540283203,3.2635927200317383,3.2639980316162114,3.264784812927246
14,486,2,9,3,2,0,0,0,19.28424835205078,18.626689910888672,18.67473125457764,18.853139877319336,18.82755756378174
32,346,6,5,21,2,0,1,0,67.73662567138672,67.12603569030762,67.50071048736572,67.49348640441896,67.50902533531189
17,376,1,9,3,1,1,1,1,6.382465362548827,5.356073379516602,5.81669807434082,5.867910385131836,5.867570638656616
52,293,2,9,20,1,0,0,1,136.72447204589844,136.1830234527588,136.50894165039062,136.4968538284302,136.50763034820557
3,43,1,35,222,3,0,1,1,0.3566741943359375,0.20742416381835935,0.28073787689208984,0.2826213836669922,0.2827644348144531
6,124,1,31,32,4,1,0,1,0.5464553833007812,0.3337860107421875,0.37741661071777344,0.3904819488525391,0.3780722618103027
52,359,3,16,26,4,1,1,0,25.455951690673828,25.064706802368164,25.29060840606689,25.27899742126465,25.283664464950558
33,466,5,19,5,2,1,0,0,128.52716445922852,127.24852561950684,127.84695625305176,127.88500785827637,127.88429856300354
14,288,1,11,6,4,1,0,0,1.7054080963134766,1.592397689819336,1.6608238220214844,1.6515731811523438,1.652240753173828
11,212,1,8,40,1,1,1,1,8.359909057617188,7.987022399902344,8.054256439208983,8.129382133483888,8.118361234664919
23,317,6,18,5,3,1,1,1,23.93984794616699,23.351430892944336,23.613572120666504,23.653507232666016,23.655474185943604
29,212,3,6,10,1,0,0,0,41.9301986694336,41.76092147827149,41.826486587524414,41.837906837463386,41.835993528366096
27,284,4,11,17,4,0,1,0,7.2290897369384775,6.943225860595702,7.0400238037109375,7.066035270690918,7.061004638671875
33,268,2,36,29,4,0,1,0,9.902715682983398,9.093523025512695,9.67264175415039,9.566545486450195,9.583652019500732
7,347,1,2,16,3,1,1,0,2.2644996643066406,1.9938945770263672,2.03847885131836,2.0614385604858403,2.0444989204406743
50,44,5,13,173,4,1,1,1,2.5026798248291016,2.397298812866211,2.438187599182129,2.4442672729492188,2.4428367614746094
40,263,1,15,19,2,0,1,0,26.75032615661621,25.9549617767334,26.11052989959717,26.23145580291748,26.20115876197815
34,207,6,16,28,3,1,1,1,21.939992904663086,20.756006240844727,20.84362506866455,20.95465660095215,20.856320858001713
36,190,3,11,9,2,0,0,1,10.538578033447266,10.096311569213867,10.180115699768066,10.210680961608887,10.183990001678467
47,506,2,7,16,4,0,0,1,21.16870880126953,20.460844039916992,20.571589469909668,20.617389678955078,20.56804299354553
9,186,5,52,6,4,1,1,0,8.339643478393555,6.5555572509765625,7.066607475280763,7.224559783935548,7.168799638748169
43,102,2,70,63,4,1,1,0,4.282951354980469,4.145860671997069,4.175305366516113,4.187750816345215,4.181087017059326
40,80,3,82,78,3,1,0,0,11.122465133666992,10.75291633605957,10.892629623413086,10.91899871826172,10.914325714111328
2,151,1,62,38,2,0,1,0,0.7767677307128906,0.6642341613769531,0.7170438766479492,0.7142305374145508,0.712662935256958
4,169,1,13,21,2,1,1,0,1.0833740234375,0.9510517120361328,1.0237693786621094,1.0160207748413086,1.0157227516174316
2,305,6,24,9,2,1,0,0,6.001472473144531,5.60760498046875,5.830049514770508,5.8234453201293945,5.828171968460082
56,316,3,11,24,2,1,1,1,58.53986740112305,58.34412574768066,58.47787857055664,58.46247673034668,58.46759676933289
15,414,1,20,11,2,1,0,0,12.30144500732422,11.90042495727539,12.026071548461914,12.04373836517334,12.029439210891724
3,228,6,13,8,3,1,0,0,1.8100738525390625,1.615285873413086,1.7557144165039062,1.7456293106079102,1.7538666725158691
47,75,6,132,90,1,0,1,1,555.2966594696045,551.7609119415283,554.2348623275757,553.876256942749,553.9631247520447
17,64,5,52,54,4,1,0,1,2.5050640106201167,2.38037109375,2.4311542510986333,2.429652214050293,2.4263858795166016
59,312,2,21,30,3,1,1,0,37.4605655670166,36.96703910827637,37.01627254486085,37.086987495422356,37.055283784866326
45,156,5,43,34,2,1,0,1,87.2187614440918,86.48371696472168,86.72726154327394,86.7901086807251,86.77482604980469
52,257,2,24,3,1,1,0,1,62.89196014404297,62.47663497924805,62.64972686767578,62.66133785247803,62.65559792518616
64,37,1,130,193,2,1,1,1,4.2166709899902335,4.036664962768556,4.167795181274413,4.1446447372436515,4.149138927459717
15,114,6,52,63,1,0,0,0,115.39912223815918,114.82763290405272,115.09883403778076,115.10756015777588,115.10610580444336
2,253,4,10,31,3,1,0,1,1.179218292236328,0.9064674377441406,0.9815692901611328,0.9949684143066406,0.9829998016357422
3,155,5,49,57,3,0,0,0,4.007339477539063,3.810882568359375,3.9107799530029297,3.9040803909301762,3.902822732925415
39,420,5,8,15,2,0,0,1,65.57250022888185,65.35720825195311,65.46783447265625,65.45679569244385,65.45478105545044
52,89,7,108,77,3,0,0,0,101.0732650756836,100.3122329711914,100.60250759124756,100.59952735900879,100.5762219429016
46,33,4,5,74,4,1,0,1,0.7410049438476562,0.4446506500244141,0.4945993423461914,0.5223274230957031,0.5047023296356201
2,471,2,15,8,4,1,0,1,1.476287841796875,1.335859298706055,1.4011859893798828,1.399850845336914,1.3982951641082764
58,469,6,17,10,2,1,0,0,318.328857421875,316.8134689331055,317.4155950546265,317.5384044647217,317.5302147865296
24,509,7,17,3,3,0,0,0,75.57034492492677,74.57399368286133,75.13344287872314,75.113844871521,75.12426376342773
5,234,3,2,2,2,1,0,1,2.46429443359375,1.8579959869384768,1.8799304962158203,1.9970178604125977,1.9559860229492188
1,284,3,7,17,3,0,0,0,0.6699562072753906,0.4942417144775391,0.6197690963745117,0.6079673767089844,0.6144344806671143
34,197,7,35,16,2,1,1,0,81.96830749511719,80.6000232696533,81.0515880584717,81.15735054016112,81.12564682960509
26,346,1,19,15,1,1,0,1,23.74196052551269,23.547887802124023,23.66793155670166,23.659682273864746,23.663371801376343
1,112,7,61,40,1,0,1,1,10.946035385131836,8.730173110961914,8.90493392944336,9.249567985534668,9.102433919906618
25,41,4,8,124,3,0,0,1,0.8711814880371094,0.6213188171386719,0.7157325744628906,0.7085323333740234,0.6991028785705566
30,200,1,15,33,4,1,1,1,2.5491714477539062,2.3567676544189453,2.4547576904296875,2.4616718292236333,2.4638473987579346
29,313,5,7,4,4,1,1,0,9.083986282348633,8.742332458496094,8.971333503723145,8.966851234436035,8.980274200439453
8,197,6,8,28,1,0,0,1,21.51131629943848,20.167112350463867,20.269274711608887,20.389389991760254,20.276933908462524
11,387,5,4,12,2,0,0,0,15.641212463378904,15.254735946655273,15.359044075012207,15.366220474243164,15.345782041549684
60,394,2,9,13,2,1,1,0,76.39360427856445,75.9413242340088,76.17080211639404,76.1457920074463,76.1403739452362
37,354,2,23,24,4,0,1,0,14.711618423461914,14.202356338500975,14.442682266235352,14.460897445678713,14.461874961853027
17,397,7,8,6,3,0,0,0,17.260074615478516,16.841888427734375,17.138004302978516,17.105650901794437,17.11931824684143
62,210,6,39,35,4,0,0,0,76.15542411804198,75.57177543640138,75.89054107666016,75.86648464202881,75.86720585823059
64,382,2,6,2,1,0,0,1,144.55580711364746,144.16885375976562,144.35458183288574,144.37267780303958,144.37526464462283
57,503,6,13,16,2,1,1,0,336.70020103454584,335.3044986724853,335.5683088302613,335.66515445709234,335.58085560798645
30,340,2,12,8,4,1,0,1,4.432439804077148,4.279136657714844,4.366636276245116,4.3607234954833975,4.361957311630248
30,325,6,1,22,3,1,1,0,16.722679138183597,16.451358795166016,16.598224639892578,16.574740409851074,16.57167077064514
62,72,7,58,124,2,0,0,0,124.8319149017334,124.30167198181152,124.5567798614502,124.55806732177734,124.55588579177856
33,191,7,34,36,1,0,1,0,536.2493991851807,534.7142219543457,535.4020595550537,535.467529296875,535.4639589786531
62,272,4,25,32,3,0,1,0,57.63125419616699,57.38544464111328,57.54899978637695,57.55274295806885,57.563841342926025
58,459,3,6,6,4,0,1,0,24.526596069335934,23.674488067626953,23.92351627349853,24.00310039520264,23.97873997688293
52,161,3,6,39,4,1,0,1,4.035234451293944,3.879785537719727,3.945350646972656,3.9554119110107417,3.954887390136719
45,84,7,64,23,4,1,1,1,15.161514282226562,14.307022094726562,14.561653137207033,14.63463306427002,14.609724283218384
40,342,5,1,8,2,0,1,0,34.49416160583496,33.47349166870117,33.947110176086426,33.9125394821167,33.89471769332886
5,111,2,56,87,3,0,0,0,1.190900802612305,1.0457038879394531,1.0781288146972656,1.0980844497680664,1.0930299758911133
57,480,2,15,14,3,0,1,0,52.49834060668945,51.98860168457031,52.193522453308105,52.21974849700928,52.21381783485413
59,474,4,3,17,2,1,1,1,102.68187522888184,102.24032402038574,102.51152515411377,102.49114036560059,102.49865055084229
24,260,5,30,2,4,1,0,1,31.95691108703613,23.52166175842285,28.83064746856689,27.81205177307129,27.83024311065674
18,287,1,4,29,2,1,1,1,10.579586029052734,9.981870651245117,10.028958320617676,10.136270523071287,10.100156068801882
